,plant,country,region,customer,date,carbuilds
42228,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,may 2018,0
42229,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,may 2018,0
42230,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,may 2018,0
42231,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,may 2018,911
42232,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,may 2018,0
42233,Tehran (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,may 2018,0
42234,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,may 2018,1391
42235,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,may 2018,239
42236,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,may 2018,12730
42237,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,may 2018,1092
42238,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,may 2018,2872
42239,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,may 2018,0
42240,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,may 2018,3659
42241,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,may 2018,4520
42242,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,0
42243,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,0
42244,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,0
42245,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,1689
42246,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,0
42247,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,13091
42248,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,may 2018,0
42249,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,may 2018,11
42250,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,may 2018,0
42251,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,may 2018,29
42252,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,may 2018,0
42253,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,may 2018,1562
42254,Termini Imerese,Italy,Europe,FCA,may 2018,0
42255,Togliatti,Russia,Europe,General Motors,may 2018,1934
42256,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,may 2018,12637
42257,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,may 2018,10979
42258,Toos,Iran,Middle East/Africa,Chery,may 2018,0
42259,Torslanda,Sweden,Europe,Geely,may 2018,0
42260,Torslanda,Sweden,Europe,Geely,may 2018,24280
42261,Tramagal,Portugal,Europe,Daimler,may 2018,238
42262,Trnava,Slovakia,Europe,PSA,may 2018,35461
42263,Trollhattan,Sweden,Europe,NEVS,may 2018,0
42264,Trollhattan,Sweden,Europe,Saab Spyker,may 2018,0
42265,Tychy,Poland,Europe,FCA,may 2018,25348
42266,Uddevalla-Pinin,Sweden,Europe,Pininfarina,may 2018,0
42267,Uitenhage,South Africa,Middle East/Africa,Volkswagen,may 2018,13170
42268,Ulyanovsk,Russia,Europe,Sollers,may 2018,0
42269,Ulyanovsk,Russia,Europe,Sollers,may 2018,3150
42270,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,644
42271,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,68
42272,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,152
42273,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,210
42274,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,0
42275,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,may 2018,66
42276,Uusikaupunki,Finland,Europe,Valmet,may 2018,10117
42277,Uusikaupunki,Finland,Europe,Valmet,may 2018,0
42278,Uusikaupunki,Finland,Europe,Valmet,may 2018,0
42279,Uusikaupunki,Finland,Europe,Valmet,may 2018,0
42280,Uzlovaya,Russia,Europe,Great Wall,may 2018,0
42281,Val di Sangro,Italy,Europe,FCA,may 2018,29752
42282,Valencia #1,Spain,Europe,Ford,may 2018,0
42283,Valencia #2,Spain,Europe,Ford,may 2018,38976
42284,Valenciennes,France,Europe,PSA,may 2018,15616
42285,Valenciennes-Onnaing,France,Europe,Toyota,may 2018,25336
42286,Valladolid,Spain,Europe,CNH Industrial,may 2018,3069
42287,Valladolid,Spain,Europe,Renault-Nissan-Mitsubishi,may 2018,27076
42288,Vendas Novas,Portugal,Europe,Isuzu,may 2018,0
42289,Vigo,Spain,Europe,PSA,may 2018,46468
42290,Vitoria,Spain,Europe,Daimler,may 2018,15762
42291,Vladivostok,Russia,Europe,Sollers,may 2018,0
42292,Vladivostok,Russia,Europe,Sollers,may 2018,2998
42293,Vladivostok,Russia,Europe,Sollers,may 2018,0
42294,Vogosca,Bosnia-Herzegovina,Europe,Volkswagen,may 2018,0
42295,Vrchlabi,Czech Republic,Europe,Volkswagen,may 2018,0
42296,Vsevolozhsk,Russia,Europe,,may 2018,1755
42297,Woerth,Germany,Europe,Daimler,may 2018,1
42298,Woking,United Kingdom,Europe,McLaren,may 2018,396
42299,Wolfsburg #1,Germany,Europe,Volkswagen,may 2018,65772
42300,Wolfsburg #2,Germany,Europe,Volkswagen,may 2018,0
42301,Wrzesnia,Poland,Europe,Volkswagen,may 2018,6349
42302,Yelabuga,Russia,Europe,Ford,may 2018,0
42303,Yelabuga,Russia,Europe,Ford,may 2018,2790
42304,Yelabuga,Russia,Europe,Ford,may 2018,0
42305,Yelabuga,Russia,Europe,Ford,may 2018,0
42306,Yenikoy,Turkey,Europe,Ford,may 2018,4934
42307,Zaaroura,Algeria,Middle East/Africa,,may 2018,3384
42308,Zakarpattya,Ukraine,Europe,Volkswagen,may 2018,374
42309,Zaporozhye,Ukraine,Europe,AvtoZAZ,may 2018,0
42310,Zaporozhye,Ukraine,Europe,AvtoZAZ,may 2018,0
42311,Zaporozhye,Ukraine,Europe,AvtoZAZ,may 2018,0
42312,Zaporozhye,Ukraine,Europe,AvtoZAZ,may 2018,3
42313,Zaragoza,Spain,Europe,PSA,may 2018,18490
42314,Zaragoza,Spain,Europe,PSA,may 2018,3838
42315,Zaragoza,Spain,Europe,PSA,may 2018,21904
42316,Zeran-FSO,Poland,Europe,General Motors,may 2018,0
42317,Zilina,Slovakia,Europe,Hyundai,may 2018,25139
42318,Zuffenhausen,Germany,Europe,Volkswagen,may 2018,5749
42319,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,jun 2018,0
42320,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,jun 2018,0
42321,10th of Ramadan City,Egypt,Middle East/Africa,FAW,jun 2018,0
42322,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,jun 2018,0
42323,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,jun 2018,0
42324,6th of October City,Egypt,Middle East/Africa,FAW,jun 2018,0
42325,6th of October City,Egypt,Middle East/Africa,General Motors,jun 2018,2213
42326,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,jun 2018,0
42327,6th of October City,Egypt,Middle East/Africa,General Motors,jun 2018,47
42328,6th of October City,Egypt,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,1777
42329,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,jun 2018,0
42330,6th of October City,Egypt,Middle East/Africa,General Motors,jun 2018,89
42331,6th of October City,Egypt,Middle East/Africa,Suzuki,jun 2018,343
42332,Aachen,Germany,Europe,e.GO,jun 2018,87
42333,Aachen,Germany,Europe,StreetScooter,jun 2018,463
42334,Aachen,Germany,Europe,e.GO,jun 2018,0
42335,Ain Bouchekif,Algeria,Middle East/Africa,Daimler,jun 2018,333
42336,Antwerp,Belgium,Europe,General Motors,jun 2018,0
42337,Argun,Russia,Europe,AvtoVAZ,jun 2018,612
42338,Arifye,Turkey,Europe,Otokar,jun 2018,0
42339,Arifye,Turkey,Europe,Otokar,jun 2018,0
42340,Asaka,Uzbekistan,Europe,,jun 2018,10407
42341,Asaka,Uzbekistan,Europe,,jun 2018,0
42342,Aulnay,France,Europe,PSA,jun 2018,0
42343,AutoFramos,Russia,Europe,Renault-Nissan-Mitsubishi,jun 2018,9283
42344,Avila,Spain,Europe,Renault-Nissan-Mitsubishi,jun 2018,1179
42345,Bahovitsa,Bulgaria,Europe,Great Wall,jun 2018,0
42346,Bairo Canavese,Italy,Europe,Pininfarina,jun 2018,19
42347,Bairo Canavese,Italy,Europe,Pininfarina,jun 2018,0
42348,Bairo Canavese,Italy,Europe,Pininfarina,jun 2018,0
42349,Bam,Iran,Middle East/Africa,Geely,jun 2018,104
42350,Bam,Iran,Middle East/Africa,Geely,jun 2018,0
42351,Bam,Iran,Middle East/Africa,Geely,jun 2018,0
42352,Bam (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,jun 2018,0
42353,Barcelona,Spain,Europe,Renault-Nissan-Mitsubishi,jun 2018,8673
42354,Batilly,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,12774
42355,Batna (BAIC),Algeria,Middle East/Africa,BAIC,jun 2018,0
42356,Batna (Kia),Algeria,Middle East/Africa,,jun 2018,1709
42357,Benoni,South Africa,Middle East/Africa,Hyundai,jun 2018,212
42358,Birmingham,United Kingdom,Europe,SAIC,jun 2018,0
42359,Bochum,Germany,Europe,General Motors,jun 2018,0
42360,Boellinger Hoefe,Germany,Europe,Volkswagen,jun 2018,246
42361,Borisov,Belarus,Europe,Geely,jun 2018,653
42362,Born,Netherlands,Europe,BMW,jun 2018,17987
42363,Born,Netherlands,Europe,Renault-Nissan-Mitsubishi,jun 2018,0
42364,Bouira,Algeria,Middle East/Africa,CNH Industrial,jun 2018,0
42365,Bratislava,Slovakia,Europe,Volkswagen,jun 2018,22505
42366,Bratislava #2,Slovakia,Europe,Volkswagen,jun 2018,16308
42367,Bremach,Italy,Europe,Bremach,jun 2018,0
42368,Bremen #1,Germany,Europe,Daimler,jun 2018,34969
42369,Bremen #2,Germany,Europe,Daimler,jun 2018,288
42370,Brixworth,United Kingdom,Europe,Daimler,jun 2018,0
42371,Brussels,Belgium,Europe,Volkswagen,jun 2018,10728
42372,Burnaston,United Kingdom,Europe,Toyota,jun 2018,12180
42373,Bursa (Oyak),Turkey,Europe,Renault-Nissan-Mitsubishi,jun 2018,29673
42374,Bursa (Tubitak),Turkey,Europe,TUBITAK,jun 2018,0
42375,Bursa-Karsan,Turkey,Europe,Karsan,jun 2018,379
42376,Bursa-Karsan,Turkey,Europe,Karsan,jun 2018,100
42377,Bursa-Karsan,Turkey,Europe,Karsan,jun 2018,0
42378,Bursa-Tofas,Turkey,Europe,FCA,jun 2018,27556
42379,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,jun 2018,0
42380,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,jun 2018,0
42381,Cairo,Egypt,Middle East/Africa,Chery,jun 2018,0
42382,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,jun 2018,408
42383,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,jun 2018,65
42384,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,jun 2018,0
42385,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,jun 2018,0
42386,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,jun 2018,1082
42387,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,jun 2018,0
42388,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,jun 2018,0
42389,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,jun 2018,0
42390,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,jun 2018,122
42391,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,jun 2018,0
42392,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,0
42393,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,5958
42394,Cassino,Italy,Europe,FCA,jun 2018,10611
42395,Cassino,Italy,Europe,FCA,jun 2018,0
42396,Castle Bromwich,United Kingdom,Europe,Tata,jun 2018,3708
42397,Cayirova,Turkey,Europe,Isuzu,jun 2018,157
42398,Cayirova,Turkey,Europe,Isuzu,jun 2018,0
42399,Cherkask,Ukraine,Europe,Bogdan,jun 2018,0
42400,Cherkask,Ukraine,Europe,Bogdan,jun 2018,0
42401,Cherkask,Ukraine,Europe,Bogdan,jun 2018,0
42402,Cherkask,Ukraine,Europe,Bogdan,jun 2018,0
42403,Cherkask,Ukraine,Europe,Bogdan,jun 2018,0
42404,Cherkessk,Russia,Europe,Derways,jun 2018,0
42405,Cherkessk,Russia,Europe,Derways,jun 2018,377
42406,Cherkessk,Russia,Europe,Derways,jun 2018,0
42407,Cherkessk,Russia,Europe,Derways,jun 2018,0
42408,Cherkessk,Russia,Europe,Derways,jun 2018,0
42409,Cherkessk,Russia,Europe,Derways,jun 2018,0
42410,Cherkessk,Russia,Europe,Derways,jun 2018,0
42411,Cherkessk,Russia,Europe,Derways,jun 2018,0
42412,Cherkessk,Russia,Europe,Derways,jun 2018,770
42413,Cherkessk,Russia,Europe,Derways,jun 2018,0
42414,Cologne,Germany,Europe,Ford,jun 2018,30945
42415,Coventry,United Kingdom,Europe,Multimatic,jun 2018,0
42416,Coventry,United Kingdom,Europe,Geely,jun 2018,141
42417,Craiova,Romania,Europe,Ford,jun 2018,12718
42418,Crewe,United Kingdom,Europe,Volkswagen,jun 2018,1192
42419,Dartford,United Kingdom,Europe,Caterham,jun 2018,30
42420,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,70
42421,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,822
42422,Dingolfing,Germany,Europe,BMW,jun 2018,29098
42423,Douai,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,13575
42424,Dresden,Germany,Europe,Volkswagen,jun 2018,1483
42425,Dueren,Germany,Europe,StreetScooter,jun 2018,9
42426,Dusseldorf,Germany,Europe,Daimler,jun 2018,14052
42427,East London,South Africa,Middle East/Africa,Daimler,jun 2018,5421
42428,East London,South Africa,Middle East/Africa,Daimler,jun 2018,0
42429,Ebbw Vale,United Kingdom,Europe,TVR,jun 2018,0
42430,Eisenach,Germany,Europe,,jun 2018,9335
42431,Eisenach,Germany,Europe,,jun 2018,0
42432,Ellesmere Port,United Kingdom,Europe,PSA,jun 2018,6642
42433,Ellesmere Port,United Kingdom,Europe,PSA,jun 2018,0
42434,Emden,Germany,Europe,Volkswagen,jun 2018,27025
42435,Esztergom,Hungary,Europe,Suzuki,jun 2018,15283
42436,Fars,Iran,Middle East/Africa,Iran Khodro,jun 2018,1743
42437,Flins,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,17899
42438,Gaydon,United Kingdom,Europe,Aston Martin,jun 2018,672
42439,Gaydon,United Kingdom,Europe,Aston Martin,jun 2018,0
42440,Gebze,Turkey,Europe,Honda,jun 2018,3305
42441,Genk #1,Belgium,Europe,Ford,jun 2018,0
42442,Genk #2,Belgium,Europe,Ford,jun 2018,0
42443,Ghent,Belgium,Europe,Geely,jun 2018,9127
42444,Ghent,Belgium,Europe,Geely,jun 2018,8778
42445,Gliwice,Poland,Europe,PSA,jun 2018,0
42446,Gliwice,Poland,Europe,PSA,jun 2018,9697
42447,Golpaigan,Iran,Middle East/Africa,Great Wall,jun 2018,0
42448,Golpaigan,Iran,Middle East/Africa,Great Wall,jun 2018,0
42449,Goodwood,United Kingdom,Europe,BMW,jun 2018,333
42450,Graz,Austria,Europe,Magna-Steyr,jun 2018,0
42451,Graz,Austria,Europe,Magna-Steyr,jun 2018,1672
42452,Graz,Austria,Europe,Magna-Steyr,jun 2018,0
42453,Graz,Austria,Europe,Magna-Steyr,jun 2018,0
42454,Graz #2,Austria,Europe,Magna-Steyr,jun 2018,5114
42455,Graz #2,Austria,Europe,Magna-Steyr,jun 2018,3941
42456,Grugliasco,Italy,Europe,FCA,jun 2018,2337
42457,Gyor,Hungary,Europe,Volkswagen,jun 2018,11218
42458,Halewood,United Kingdom,Europe,Tata,jun 2018,0
42459,Halewood,United Kingdom,Europe,Tata,jun 2018,4726
42460,Hambach,France,Europe,Daimler,jun 2018,8551
42461,Hannover,Germany,Europe,Volkswagen,jun 2018,19129
42462,Hethel,United Kingdom,Europe,Geely,jun 2018,122
42463,Illyichevsk,Ukraine,Europe,AvtoZAZ,jun 2018,0
42464,Illyichevsk,Ukraine,Europe,AvtoZAZ,jun 2018,0
42465,Illyichevsk,Ukraine,Europe,AvtoZAZ,jun 2018,0
42466,Ingolstadt #1,Germany,Europe,Volkswagen,jun 2018,29631
42467,Ingolstadt #2,Germany,Europe,Volkswagen,jun 2018,20473
42468,Isipingo,South Africa,Middle East/Africa,Toyota,jun 2018,11053
42469,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,jun 2018,11042
42470,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,jun 2018,0
42471,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,jun 2018,0
42472,Izmir,Turkey,Europe,BMC,jun 2018,0
42473,Izmit,Turkey,Europe,Hyundai,jun 2018,17800
42474,Jizzakh,Uzbekistan,Europe,PSA,jun 2018,0
42475,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42476,Kaliningrad,Russia,Europe,Avtotor,jun 2018,1648
42477,Kaliningrad,Russia,Europe,BMW,jun 2018,0
42478,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42479,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42480,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42481,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42482,Kaliningrad,Russia,Europe,Avtotor,jun 2018,16342
42483,Kaliningrad,Russia,Europe,Avtotor,jun 2018,0
42484,Kaluga,Russia,Europe,PSA,jun 2018,544
42485,Kaluga,Russia,Europe,PSA,jun 2018,3030
42486,Kaluga,Russia,Europe,Volkswagen,jun 2018,12665
42487,Kashan,Iran,Middle East/Africa,PSA,jun 2018,1932
42488,Kashan,Iran,Middle East/Africa,PSA,jun 2018,13089
42489,Kecskemet,Hungary,Europe,Daimler,jun 2018,15667
42490,Kempston Road,South Africa,Middle East/Africa,General Motors,jun 2018,0
42491,Kenitra,Morocco,Middle East/Africa,PSA,jun 2018,0
42492,Kerman,Iran,Middle East/Africa,Kerman Khodro,jun 2018,323
42493,Kerman,Iran,Middle East/Africa,Kerman Khodro,jun 2018,1310
42494,Kerman,Iran,Middle East/Africa,Kerman Khodro,jun 2018,2385
42495,Kerman,Iran,Middle East/Africa,Kerman Khodro,jun 2018,166
42496,Kerman,Iran,Middle East/Africa,Kerman Khodro,jun 2018,162
42497,Kermanshah,Iran,Middle East/Africa,Iran Khodro,jun 2018,3170
42498,Khorasan,Iran,Middle East/Africa,Iran Khodro,jun 2018,1884
42499,Khorasan,Iran,Middle East/Africa,Iran Khodro,jun 2018,11560
42500,Khorasan,Iran,Middle East/Africa,Iran Khodro,jun 2018,341
42501,Khorezm,Uzbekistan,Europe,,jun 2018,0
42502,Khorezm,Uzbekistan,Europe,,jun 2018,3200
42503,Kocaeli-Otosan,Turkey,Europe,Ford,jun 2018,25750
42504,Kolin,Czech Republic,Europe,,jun 2018,18560
42505,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,84
42506,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,0
42507,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,0
42508,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,810
42509,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,171
42510,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,0
42511,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,39
42512,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,0
42513,Kostanay,Kazakhstan,Europe,AllurGroup,jun 2018,0
42514,Kragujevac,Serbia,Europe,FCA,jun 2018,6170
42515,Kremenchug,Ukraine,Europe,KrASZ,jun 2018,0
42516,Kremenchug,Ukraine,Europe,KrASZ,jun 2018,0
42517,Kvasiny,Czech Republic,Europe,Volkswagen,jun 2018,30253
42518,Leipzig,Germany,Europe,BMW,jun 2018,22530
42519,Leipzig,Germany,Europe,Volkswagen,jun 2018,11856
42520,Linares,Spain,Europe,Santana,jun 2018,0
42521,Lipetsk,Russia,Europe,Great Wall,jun 2018,128
42522,Lipetsk,Russia,Europe,Great Wall,jun 2018,0
42523,Lipetsk (Lifan),Russia,Europe,Lifan,jun 2018,0
42524,Ludwigsfelde,Germany,Europe,Daimler,jun 2018,4966
42525,Luton IBC #2,United Kingdom,Europe,,jun 2018,0
42526,Luton IBC #2,United Kingdom,Europe,,jun 2018,5757
42527,Macchia d'Isernia,Italy,Europe,DR Motor,jun 2018,0
42528,Madrid,Spain,Europe,PSA,jun 2018,7283
42529,Malvern Link,United Kingdom,Europe,Morgan,jun 2018,48
42530,Mangualde,Portugal,Europe,PSA,jun 2018,6407
42531,Maranello,Italy,Europe,Ferrari,jun 2018,208
42532,Maranello,Italy,Europe,Ferrari,jun 2018,564
42533,Martorell,Spain,Europe,Volkswagen,jun 2018,47341
42534,Maubeuge,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,14962
42535,Mazandaran,Iran,Middle East/Africa,Iran Khodro,jun 2018,4688
42536,Melfi,Italy,Europe,FCA,jun 2018,36819
42537,Mikhaylovsk,Russia,Europe,Derways,jun 2018,16
42538,Mirafiori,Italy,Europe,FCA,jun 2018,4088
42539,Mlada Boleslav,Czech Republic,Europe,Volkswagen,jun 2018,53949
42540,Modena,Italy,Europe,FCA,jun 2018,265
42541,Modiran,Iran,Middle East/Africa,Chery,jun 2018,6908
42542,Molsheim,France,Europe,Volkswagen,jun 2018,6
42543,Moscovia,Russia,Europe,Daimler,jun 2018,0
42544,Mosel,Germany,Europe,Volkswagen,jun 2018,28394
42545,Mulhouse,France,Europe,PSA,jun 2018,22953
42546,Munich,Germany,Europe,BMW,jun 2018,16515
42547,Naberezhnyie Chelny,Russia,Europe,Ford,jun 2018,0
42548,Naberezhnyie Chelny,Russia,Europe,Ford,jun 2018,777
42549,Naberezhnyie Chelny,Russia,Europe,Ford,jun 2018,0
42550,Neckarsulm #1,Germany,Europe,Volkswagen,jun 2018,13729
42551,Neckarsulm #2,Germany,Europe,Volkswagen,jun 2018,0
42552,Nitra,Slovakia,Europe,Tata,jun 2018,0
42553,Nizhny Novgorod,Russia,Europe,GAZ,jun 2018,446
42554,Nizhny Novgorod,Russia,Europe,GAZ,jun 2018,5361
42555,Nizhny Novgorod,Russia,Europe,GAZ,jun 2018,0
42556,Nizhny Novgorod,Russia,Europe,GAZ,jun 2018,3864
42557,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,jun 2018,11762
42558,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,jun 2018,6612
42559,Obchak,Belarus,Europe,Unison,jun 2018,0
42560,Obchak,Belarus,Europe,Unison,jun 2018,11
42561,Obchak,Belarus,Europe,Unison,jun 2018,49
42562,Oran,Algeria,Middle East/Africa,,jun 2018,0
42563,Osnabruck,Germany,Europe,Volkswagen,jun 2018,0
42564,Ostrava,Czech Republic,Europe,Hyundai,jun 2018,26979
42565,Oued Tlelat,Algeria,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,6417
42566,Ouled Haddadj,Algeria,Middle East/Africa,,jun 2018,64
42567,Ovar,Portugal,Europe,Toyota,jun 2018,142
42568,Oxford,United Kingdom,Europe,BMW,jun 2018,21268
42569,Palencia,Spain,Europe,Renault-Nissan-Mitsubishi,jun 2018,26820
42570,Pamplona,Spain,Europe,Volkswagen,jun 2018,30905
42571,Pitesti-Colibasi,Romania,Europe,Renault-Nissan-Mitsubishi,jun 2018,30777
42572,Poissy,France,Europe,PSA,jun 2018,12511
42573,Pomigliano,Italy,Europe,FCA,jun 2018,19928
42574,Pontedera,Italy,Europe,Piaggio,jun 2018,0
42575,Pontedera,Italy,Europe,Piaggio,jun 2018,278
42576,Port Elizabeth,South Africa,Middle East/Africa,BAIC,jun 2018,0
42577,Port Elizabeth,South Africa,Middle East/Africa,BAIC,jun 2018,0
42578,Poznan,Poland,Europe,Volkswagen,jun 2018,17330
42579,Prospecton,South Africa,Middle East/Africa,Toyota,jun 2018,1376
42580,Rastatt,Germany,Europe,Daimler,jun 2018,25934
42581,Rayen,Iran,Middle East/Africa,FAW,jun 2018,0
42582,Rayen,Iran,Middle East/Africa,FAW,jun 2018,0
42583,Rayen,Iran,Middle East/Africa,FAW,jun 2018,0
42584,Regensburg,Germany,Europe,BMW,jun 2018,30242
42585,Relizane (GICM-Ford),Algeria,Middle East/Africa,Ford,jun 2018,0
42586,Relizane (SOVAC-VW),Algeria,Middle East/Africa,Volkswagen,jun 2018,4175
42587,Rennes,France,Europe,PSA,jun 2018,42
42588,Rennes,France,Europe,PSA,jun 2018,7830
42589,Rosslyn,South Africa,Middle East/Africa,BMW,jun 2018,4147
42590,Rosslyn,South Africa,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,3143
42591,Rosslyn,South Africa,Middle East/Africa,Tata,jun 2018,40
42592,Russelsheim,Germany,Europe,PSA,jun 2018,14082
42593,Saarlouis,Germany,Europe,Ford,jun 2018,12948
42594,Saida,Algeria,Middle East/Africa,Suzuki,jun 2018,0
42595,Sakarya,Turkey,Europe,Toyota,jun 2018,18843
42596,Salafchegan,Iran,Middle East/Africa,Hyundai,jun 2018,80
42597,Sandouville,France,Europe,Renault-Nissan-Mitsubishi,jun 2018,12101
42598,Sant-Agata,Italy,Europe,Volkswagen,jun 2018,534
42599,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,0
42600,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,0
42601,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,1326
42602,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,jun 2018,797
42603,Semey,Kazakhstan,Europe,SemAZ,jun 2018,0
42604,Semnan,Iran,Middle East/Africa,Farda Khodro,jun 2018,1670
42605,Semnan,Iran,Middle East/Africa,Farda Khodro,jun 2018,342
42606,Setubal,Portugal,Europe,Volkswagen,jun 2018,20160
42607,Shushary,Russia,Europe,General Motors,jun 2018,0
42608,Silverton,South Africa,Middle East/Africa,Ford,jun 2018,10229
42609,Silverton,South Africa,Middle East/Africa,Ford,jun 2018,0
42610,Sindelfingen #1,Germany,Europe,Daimler,jun 2018,27056
42611,Sindelfingen #2,Germany,Europe,Daimler,jun 2018,1857
42612,Sochaux,France,Europe,PSA,jun 2018,41956
42613,Solihull,United Kingdom,Europe,Tata,jun 2018,24902
42614,Southampton,United Kingdom,Europe,Ford,jun 2018,0
42615,Springs,South Africa,Middle East/Africa,BAIC,jun 2018,386
42616,St. Athan,United Kingdom,Europe,Aston Martin,jun 2018,0
42617,St. Petersburg,Russia,Europe,Hyundai,jun 2018,18636
42618,St. Petersburg,Russia,Europe,Renault-Nissan-Mitsubishi,jun 2018,4311
42619,St. Petersburg,Russia,Europe,Toyota,jun 2018,6983
42620,Struandale,South Africa,Middle East/Africa,General Motors,jun 2018,0
42621,Struandale,South Africa,Middle East/Africa,General Motors,jun 2018,1770
42622,Struandale,South Africa,Middle East/Africa,General Motors,jun 2018,0
42623,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,jun 2018,843
42624,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,jun 2018,7172
42625,Sunderland #2,United Kingdom,Europe,Renault-Nissan-Mitsubishi,jun 2018,31644
