,plant,country,region,customer,date,carbuilds
16296,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,mar 2013,0
16297,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,mar 2013,89
16298,Uusikaupunki,Finland,Europe,Valmet,mar 2013,0
16299,Uusikaupunki,Finland,Europe,Valmet,mar 2013,0
16300,Uusikaupunki,Finland,Europe,Valmet,mar 2013,0
16301,Uusikaupunki,Finland,Europe,Valmet,mar 2013,0
16302,Uzlovaya,Russia,Europe,Great Wall,mar 2013,0
16303,Val di Sangro,Italy,Europe,FCA,mar 2013,20567
16304,Valencia #1,Spain,Europe,Ford,mar 2013,0
16305,Valencia #2,Spain,Europe,Ford,mar 2013,15636
16306,Valenciennes,France,Europe,PSA,mar 2013,4973
16307,Valenciennes-Onnaing,France,Europe,Toyota,mar 2013,15016
16308,Valladolid,Spain,Europe,CNH Industrial,mar 2013,2448
16309,Valladolid,Spain,Europe,Renault-Nissan-Mitsubishi,mar 2013,5749
16310,Vendas Novas,Portugal,Europe,Isuzu,mar 2013,24
16311,Vigo,Spain,Europe,PSA,mar 2013,32064
16312,Vitoria,Spain,Europe,Daimler,mar 2013,6641
16313,Vladivostok,Russia,Europe,Sollers,mar 2013,2821
16314,Vladivostok,Russia,Europe,Sollers,mar 2013,1934
16315,Vladivostok,Russia,Europe,Sollers,mar 2013,372
16316,Vogosca,Bosnia-Herzegovina,Europe,Volkswagen,mar 2013,0
16317,Vrchlabi,Czech Republic,Europe,Volkswagen,mar 2013,0
16318,Vsevolozhsk,Russia,Europe,,mar 2013,7347
16319,Woerth,Germany,Europe,Daimler,mar 2013,94
16320,Woking,United Kingdom,Europe,McLaren,mar 2013,125
16321,Wolfsburg #1,Germany,Europe,Volkswagen,mar 2013,37227
16322,Wolfsburg #2,Germany,Europe,Volkswagen,mar 2013,29593
16323,Wrzesnia,Poland,Europe,Volkswagen,mar 2013,0
16324,Yelabuga,Russia,Europe,Ford,mar 2013,0
16325,Yelabuga,Russia,Europe,Ford,mar 2013,2163
16326,Yelabuga,Russia,Europe,Ford,mar 2013,0
16327,Yelabuga,Russia,Europe,Ford,mar 2013,0
16328,Yenikoy,Turkey,Europe,Ford,mar 2013,0
16329,Zaaroura,Algeria,Middle East/Africa,,mar 2013,0
16330,Zakarpattya,Ukraine,Europe,Volkswagen,mar 2013,727
16331,Zaporozhye,Ukraine,Europe,AvtoZAZ,mar 2013,0
16332,Zaporozhye,Ukraine,Europe,AvtoZAZ,mar 2013,0
16333,Zaporozhye,Ukraine,Europe,AvtoZAZ,mar 2013,471
16334,Zaporozhye,Ukraine,Europe,AvtoZAZ,mar 2013,1371
16335,Zaragoza,Spain,Europe,PSA,mar 2013,21464
16336,Zaragoza,Spain,Europe,PSA,mar 2013,5194
16337,Zaragoza,Spain,Europe,PSA,mar 2013,0
16338,Zeran-FSO,Poland,Europe,General Motors,mar 2013,0
16339,Zilina,Slovakia,Europe,Hyundai,mar 2013,16816
16340,Zuffenhausen,Germany,Europe,Volkswagen,mar 2013,3548
16341,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,apr 2013,34
16342,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,apr 2013,0
16343,10th of Ramadan City,Egypt,Middle East/Africa,FAW,apr 2013,0
16344,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,apr 2013,0
16345,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,apr 2013,160
16346,6th of October City,Egypt,Middle East/Africa,FAW,apr 2013,0
16347,6th of October City,Egypt,Middle East/Africa,General Motors,apr 2013,3552
16348,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,apr 2013,0
16349,6th of October City,Egypt,Middle East/Africa,General Motors,apr 2013,131
16350,6th of October City,Egypt,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,1326
16351,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,apr 2013,0
16352,6th of October City,Egypt,Middle East/Africa,General Motors,apr 2013,355
16353,6th of October City,Egypt,Middle East/Africa,Suzuki,apr 2013,350
16354,Aachen,Germany,Europe,e.GO,apr 2013,0
16355,Aachen,Germany,Europe,StreetScooter,apr 2013,0
16356,Aachen,Germany,Europe,e.GO,apr 2013,0
16357,Ain Bouchekif,Algeria,Middle East/Africa,Daimler,apr 2013,0
16358,Antwerp,Belgium,Europe,General Motors,apr 2013,0
16359,Argun,Russia,Europe,AvtoVAZ,apr 2013,320
16360,Arifye,Turkey,Europe,Otokar,apr 2013,4
16361,Arifye,Turkey,Europe,Otokar,apr 2013,22
16362,Asaka,Uzbekistan,Europe,,apr 2013,21208
16363,Asaka,Uzbekistan,Europe,,apr 2013,2161
16364,Aulnay,France,Europe,PSA,apr 2013,1236
16365,AutoFramos,Russia,Europe,Renault-Nissan-Mitsubishi,apr 2013,18230
16366,Avila,Spain,Europe,Renault-Nissan-Mitsubishi,apr 2013,939
16367,Bahovitsa,Bulgaria,Europe,Great Wall,apr 2013,113
16368,Bairo Canavese,Italy,Europe,Pininfarina,apr 2013,51
16369,Bairo Canavese,Italy,Europe,Pininfarina,apr 2013,0
16370,Bairo Canavese,Italy,Europe,Pininfarina,apr 2013,0
16371,Bam,Iran,Middle East/Africa,Geely,apr 2013,0
16372,Bam,Iran,Middle East/Africa,Geely,apr 2013,0
16373,Bam,Iran,Middle East/Africa,Geely,apr 2013,0
16374,Bam (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16375,Barcelona,Spain,Europe,Renault-Nissan-Mitsubishi,apr 2013,11764
16376,Batilly,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,8243
16377,Batna (BAIC),Algeria,Middle East/Africa,BAIC,apr 2013,0
16378,Batna (Kia),Algeria,Middle East/Africa,,apr 2013,0
16379,Benoni,South Africa,Middle East/Africa,Hyundai,apr 2013,0
16380,Birmingham,United Kingdom,Europe,SAIC,apr 2013,2
16381,Bochum,Germany,Europe,General Motors,apr 2013,8670
16382,Boellinger Hoefe,Germany,Europe,Volkswagen,apr 2013,0
16383,Borisov,Belarus,Europe,Geely,apr 2013,15
16384,Born,Netherlands,Europe,BMW,apr 2013,0
16385,Born,Netherlands,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16386,Bouira,Algeria,Middle East/Africa,CNH Industrial,apr 2013,0
16387,Bratislava,Slovakia,Europe,Volkswagen,apr 2013,11795
16388,Bratislava #2,Slovakia,Europe,Volkswagen,apr 2013,19410
16389,Bremach,Italy,Europe,Bremach,apr 2013,0
16390,Bremen #1,Germany,Europe,Daimler,apr 2013,25978
16391,Bremen #2,Germany,Europe,Daimler,apr 2013,1255
16392,Brixworth,United Kingdom,Europe,Daimler,apr 2013,0
16393,Brussels,Belgium,Europe,Volkswagen,apr 2013,11527
16394,Burnaston,United Kingdom,Europe,Toyota,apr 2013,11803
16395,Bursa (Oyak),Turkey,Europe,Renault-Nissan-Mitsubishi,apr 2013,30664
16396,Bursa (Tubitak),Turkey,Europe,TUBITAK,apr 2013,0
16397,Bursa-Karsan,Turkey,Europe,Karsan,apr 2013,0
16398,Bursa-Karsan,Turkey,Europe,Karsan,apr 2013,14
16399,Bursa-Karsan,Turkey,Europe,Karsan,apr 2013,899
16400,Bursa-Tofas,Turkey,Europe,FCA,apr 2013,21605
16401,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,apr 2013,183
16402,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,apr 2013,86
16403,Cairo,Egypt,Middle East/Africa,Chery,apr 2013,389
16404,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,apr 2013,0
16405,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,apr 2013,127
16406,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,apr 2013,525
16407,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,apr 2013,0
16408,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,apr 2013,1836
16409,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,apr 2013,0
16410,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,apr 2013,1
16411,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,apr 2013,0
16412,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,apr 2013,141
16413,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,apr 2013,0
16414,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16415,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,6304
16416,Cassino,Italy,Europe,FCA,apr 2013,7468
16417,Cassino,Italy,Europe,FCA,apr 2013,0
16418,Castle Bromwich,United Kingdom,Europe,Tata,apr 2013,6092
16419,Cayirova,Turkey,Europe,Isuzu,apr 2013,0
16420,Cayirova,Turkey,Europe,Isuzu,apr 2013,0
16421,Cherkask,Ukraine,Europe,Bogdan,apr 2013,0
16422,Cherkask,Ukraine,Europe,Bogdan,apr 2013,0
16423,Cherkask,Ukraine,Europe,Bogdan,apr 2013,0
16424,Cherkask,Ukraine,Europe,Bogdan,apr 2013,14
16425,Cherkask,Ukraine,Europe,Bogdan,apr 2013,0
16426,Cherkessk,Russia,Europe,Derways,apr 2013,0
16427,Cherkessk,Russia,Europe,Derways,apr 2013,0
16428,Cherkessk,Russia,Europe,Derways,apr 2013,907
16429,Cherkessk,Russia,Europe,Derways,apr 2013,0
16430,Cherkessk,Russia,Europe,Derways,apr 2013,2010
16431,Cherkessk,Russia,Europe,Derways,apr 2013,0
16432,Cherkessk,Russia,Europe,Derways,apr 2013,0
16433,Cherkessk,Russia,Europe,Derways,apr 2013,0
16434,Cherkessk,Russia,Europe,Derways,apr 2013,1467
16435,Cherkessk,Russia,Europe,Derways,apr 2013,0
16436,Cologne,Germany,Europe,Ford,apr 2013,27252
16437,Coventry,United Kingdom,Europe,Multimatic,apr 2013,0
16438,Coventry,United Kingdom,Europe,Geely,apr 2013,0
16439,Craiova,Romania,Europe,Ford,apr 2013,8003
16440,Crewe,United Kingdom,Europe,Volkswagen,apr 2013,709
16441,Dartford,United Kingdom,Europe,Caterham,apr 2013,24
16442,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16443,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,420
16444,Dingolfing,Germany,Europe,BMW,apr 2013,30783
16445,Douai,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,12322
16446,Dresden,Germany,Europe,Volkswagen,apr 2013,644
16447,Dueren,Germany,Europe,StreetScooter,apr 2013,0
16448,Dusseldorf,Germany,Europe,Daimler,apr 2013,13611
16449,East London,South Africa,Middle East/Africa,Daimler,apr 2013,4743
16450,East London,South Africa,Middle East/Africa,Daimler,apr 2013,0
16451,Ebbw Vale,United Kingdom,Europe,TVR,apr 2013,0
16452,Eisenach,Germany,Europe,,apr 2013,10575
16453,Eisenach,Germany,Europe,,apr 2013,0
16454,Ellesmere Port,United Kingdom,Europe,PSA,apr 2013,6859
16455,Ellesmere Port,United Kingdom,Europe,PSA,apr 2013,0
16456,Emden,Germany,Europe,Volkswagen,apr 2013,21502
16457,Esztergom,Hungary,Europe,Suzuki,apr 2013,11710
16458,Fars,Iran,Middle East/Africa,Iran Khodro,apr 2013,237
16459,Flins,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,10035
16460,Gaydon,United Kingdom,Europe,Aston Martin,apr 2013,340
16461,Gaydon,United Kingdom,Europe,Aston Martin,apr 2013,6
16462,Gebze,Turkey,Europe,Honda,apr 2013,1482
16463,Genk #1,Belgium,Europe,Ford,apr 2013,6913
16464,Genk #2,Belgium,Europe,Ford,apr 2013,4404
16465,Ghent,Belgium,Europe,Geely,apr 2013,19004
16466,Ghent,Belgium,Europe,Geely,apr 2013,0
16467,Gliwice,Poland,Europe,PSA,apr 2013,0
16468,Gliwice,Poland,Europe,PSA,apr 2013,9200
16469,Golpaigan,Iran,Middle East/Africa,Great Wall,apr 2013,0
16470,Golpaigan,Iran,Middle East/Africa,Great Wall,apr 2013,0
16471,Goodwood,United Kingdom,Europe,BMW,apr 2013,270
16472,Graz,Austria,Europe,Magna-Steyr,apr 2013,0
16473,Graz,Austria,Europe,Magna-Steyr,apr 2013,1269
16474,Graz,Austria,Europe,Magna-Steyr,apr 2013,0
16475,Graz,Austria,Europe,Magna-Steyr,apr 2013,797
16476,Graz #2,Austria,Europe,Magna-Steyr,apr 2013,11435
16477,Graz #2,Austria,Europe,Magna-Steyr,apr 2013,0
16478,Grugliasco,Italy,Europe,FCA,apr 2013,418
16479,Gyor,Hungary,Europe,Volkswagen,apr 2013,2130
16480,Halewood,United Kingdom,Europe,Tata,apr 2013,4136
16481,Halewood,United Kingdom,Europe,Tata,apr 2013,10059
16482,Hambach,France,Europe,Daimler,apr 2013,11018
16483,Hannover,Germany,Europe,Volkswagen,apr 2013,14652
16484,Hethel,United Kingdom,Europe,Geely,apr 2013,132
16485,Illyichevsk,Ukraine,Europe,AvtoZAZ,apr 2013,0
16486,Illyichevsk,Ukraine,Europe,AvtoZAZ,apr 2013,0
16487,Illyichevsk,Ukraine,Europe,AvtoZAZ,apr 2013,0
16488,Ingolstadt #1,Germany,Europe,Volkswagen,apr 2013,24707
16489,Ingolstadt #2,Germany,Europe,Volkswagen,apr 2013,30713
16490,Isipingo,South Africa,Middle East/Africa,Toyota,apr 2013,13432
16491,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,apr 2013,5735
16492,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16493,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16494,Izmir,Turkey,Europe,BMC,apr 2013,0
16495,Izmit,Turkey,Europe,Hyundai,apr 2013,8105
16496,Jizzakh,Uzbekistan,Europe,PSA,apr 2013,0
16497,Kaliningrad,Russia,Europe,Avtotor,apr 2013,0
16498,Kaliningrad,Russia,Europe,Avtotor,apr 2013,2387
16499,Kaliningrad,Russia,Europe,BMW,apr 2013,0
16500,Kaliningrad,Russia,Europe,Avtotor,apr 2013,0
16501,Kaliningrad,Russia,Europe,Avtotor,apr 2013,0
16502,Kaliningrad,Russia,Europe,Avtotor,apr 2013,0
16503,Kaliningrad,Russia,Europe,Avtotor,apr 2013,6218
16504,Kaliningrad,Russia,Europe,Avtotor,apr 2013,10670
16505,Kaliningrad,Russia,Europe,Avtotor,apr 2013,0
16506,Kaluga,Russia,Europe,PSA,apr 2013,2817
16507,Kaluga,Russia,Europe,PSA,apr 2013,2010
16508,Kaluga,Russia,Europe,Volkswagen,apr 2013,13708
16509,Kashan,Iran,Middle East/Africa,PSA,apr 2013,0
16510,Kashan,Iran,Middle East/Africa,PSA,apr 2013,2547
16511,Kecskemet,Hungary,Europe,Daimler,apr 2013,9737
16512,Kempston Road,South Africa,Middle East/Africa,General Motors,apr 2013,0
16513,Kenitra,Morocco,Middle East/Africa,PSA,apr 2013,0
16514,Kerman,Iran,Middle East/Africa,Kerman Khodro,apr 2013,0
16515,Kerman,Iran,Middle East/Africa,Kerman Khodro,apr 2013,0
16516,Kerman,Iran,Middle East/Africa,Kerman Khodro,apr 2013,0
16517,Kerman,Iran,Middle East/Africa,Kerman Khodro,apr 2013,189
16518,Kerman,Iran,Middle East/Africa,Kerman Khodro,apr 2013,0
16519,Kermanshah,Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16520,Khorasan,Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16521,Khorasan,Iran,Middle East/Africa,Iran Khodro,apr 2013,1744
16522,Khorasan,Iran,Middle East/Africa,Iran Khodro,apr 2013,43
16523,Khorezm,Uzbekistan,Europe,,apr 2013,0
16524,Khorezm,Uzbekistan,Europe,,apr 2013,0
16525,Kocaeli-Otosan,Turkey,Europe,Ford,apr 2013,22569
16526,Kolin,Czech Republic,Europe,,apr 2013,16749
16527,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16528,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16529,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,109
16530,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16531,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16532,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,202
16533,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16534,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,22
16535,Kostanay,Kazakhstan,Europe,AllurGroup,apr 2013,0
16536,Kragujevac,Serbia,Europe,FCA,apr 2013,10712
16537,Kremenchug,Ukraine,Europe,KrASZ,apr 2013,0
16538,Kremenchug,Ukraine,Europe,KrASZ,apr 2013,210
16539,Kvasiny,Czech Republic,Europe,Volkswagen,apr 2013,13738
16540,Leipzig,Germany,Europe,BMW,apr 2013,16396
16541,Leipzig,Germany,Europe,Volkswagen,apr 2013,8867
16542,Linares,Spain,Europe,Santana,apr 2013,0
16543,Lipetsk,Russia,Europe,Great Wall,apr 2013,0
16544,Lipetsk,Russia,Europe,Great Wall,apr 2013,0
16545,Lipetsk (Lifan),Russia,Europe,Lifan,apr 2013,0
16546,Ludwigsfelde,Germany,Europe,Daimler,apr 2013,3863
16547,Luton IBC #2,United Kingdom,Europe,,apr 2013,0
16548,Luton IBC #2,United Kingdom,Europe,,apr 2013,4005
16549,Macchia d'Isernia,Italy,Europe,DR Motor,apr 2013,0
16550,Madrid,Spain,Europe,PSA,apr 2013,8739
16551,Malvern Link,United Kingdom,Europe,Morgan,apr 2013,40
16552,Mangualde,Portugal,Europe,PSA,apr 2013,4375
16553,Maranello,Italy,Europe,Ferrari,apr 2013,125
16554,Maranello,Italy,Europe,Ferrari,apr 2013,528
16555,Martorell,Spain,Europe,Volkswagen,apr 2013,39317
16556,Maubeuge,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,12576
16557,Mazandaran,Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16558,Melfi,Italy,Europe,FCA,apr 2013,12324
16559,Mikhaylovsk,Russia,Europe,Derways,apr 2013,0
16560,Mirafiori,Italy,Europe,FCA,apr 2013,1786
16561,Mlada Boleslav,Czech Republic,Europe,Volkswagen,apr 2013,33564
16562,Modena,Italy,Europe,FCA,apr 2013,501
16563,Modiran,Iran,Middle East/Africa,Chery,apr 2013,3761
16564,Molsheim,France,Europe,Volkswagen,apr 2013,4
16565,Moscovia,Russia,Europe,Daimler,apr 2013,0
16566,Mosel,Germany,Europe,Volkswagen,apr 2013,19207
16567,Mulhouse,France,Europe,PSA,apr 2013,18140
16568,Munich,Germany,Europe,BMW,apr 2013,21147
16569,Naberezhnyie Chelny,Russia,Europe,Ford,apr 2013,0
16570,Naberezhnyie Chelny,Russia,Europe,Ford,apr 2013,0
16571,Naberezhnyie Chelny,Russia,Europe,Ford,apr 2013,0
16572,Neckarsulm #1,Germany,Europe,Volkswagen,apr 2013,26983
16573,Neckarsulm #2,Germany,Europe,Volkswagen,apr 2013,236
16574,Nitra,Slovakia,Europe,Tata,apr 2013,0
16575,Nizhny Novgorod,Russia,Europe,GAZ,apr 2013,0
16576,Nizhny Novgorod,Russia,Europe,GAZ,apr 2013,10681
16577,Nizhny Novgorod,Russia,Europe,GAZ,apr 2013,1035
16578,Nizhny Novgorod,Russia,Europe,GAZ,apr 2013,1704
16579,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16580,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,apr 2013,9780
16581,Obchak,Belarus,Europe,Unison,apr 2013,0
16582,Obchak,Belarus,Europe,Unison,apr 2013,0
16583,Obchak,Belarus,Europe,Unison,apr 2013,0
16584,Oran,Algeria,Middle East/Africa,,apr 2013,0
16585,Osnabruck,Germany,Europe,Volkswagen,apr 2013,7792
16586,Ostrava,Czech Republic,Europe,Hyundai,apr 2013,25904
16587,Oued Tlelat,Algeria,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16588,Ouled Haddadj,Algeria,Middle East/Africa,,apr 2013,0
16589,Ovar,Portugal,Europe,Toyota,apr 2013,76
16590,Oxford,United Kingdom,Europe,BMW,apr 2013,18296
16591,Palencia,Spain,Europe,Renault-Nissan-Mitsubishi,apr 2013,14151
16592,Pamplona,Spain,Europe,Volkswagen,apr 2013,21050
16593,Pitesti-Colibasi,Romania,Europe,Renault-Nissan-Mitsubishi,apr 2013,31361
16594,Poissy,France,Europe,PSA,apr 2013,25251
16595,Pomigliano,Italy,Europe,FCA,apr 2013,14868
16596,Pontedera,Italy,Europe,Piaggio,apr 2013,0
16597,Pontedera,Italy,Europe,Piaggio,apr 2013,208
16598,Port Elizabeth,South Africa,Middle East/Africa,BAIC,apr 2013,0
16599,Port Elizabeth,South Africa,Middle East/Africa,BAIC,apr 2013,0
16600,Poznan,Poland,Europe,Volkswagen,apr 2013,16157
16601,Prospecton,South Africa,Middle East/Africa,Toyota,apr 2013,0
16602,Rastatt,Germany,Europe,Daimler,apr 2013,25500
16603,Rayen,Iran,Middle East/Africa,FAW,apr 2013,0
16604,Rayen,Iran,Middle East/Africa,FAW,apr 2013,37
16605,Rayen,Iran,Middle East/Africa,FAW,apr 2013,0
16606,Regensburg,Germany,Europe,BMW,apr 2013,25999
16607,Relizane (GICM-Ford),Algeria,Middle East/Africa,Ford,apr 2013,0
16608,Relizane (SOVAC-VW),Algeria,Middle East/Africa,Volkswagen,apr 2013,0
16609,Rennes,France,Europe,PSA,apr 2013,0
16610,Rennes,France,Europe,PSA,apr 2013,7599
16611,Rosslyn,South Africa,Middle East/Africa,BMW,apr 2013,6988
16612,Rosslyn,South Africa,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,3375
16613,Rosslyn,South Africa,Middle East/Africa,Tata,apr 2013,218
16614,Russelsheim,Germany,Europe,PSA,apr 2013,12405
16615,Saarlouis,Germany,Europe,Ford,apr 2013,25559
16616,Saida,Algeria,Middle East/Africa,Suzuki,apr 2013,0
16617,Sakarya,Turkey,Europe,Toyota,apr 2013,3407
16618,Salafchegan,Iran,Middle East/Africa,Hyundai,apr 2013,0
16619,Sandouville,France,Europe,Renault-Nissan-Mitsubishi,apr 2013,2399
16620,Sant-Agata,Italy,Europe,Volkswagen,apr 2013,203
16621,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16622,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16623,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16624,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,0
16625,Semey,Kazakhstan,Europe,SemAZ,apr 2013,0
16626,Semnan,Iran,Middle East/Africa,Farda Khodro,apr 2013,0
16627,Semnan,Iran,Middle East/Africa,Farda Khodro,apr 2013,0
16628,Setubal,Portugal,Europe,Volkswagen,apr 2013,9220
16629,Shushary,Russia,Europe,General Motors,apr 2013,7975
16630,Silverton,South Africa,Middle East/Africa,Ford,apr 2013,6206
16631,Silverton,South Africa,Middle East/Africa,Ford,apr 2013,0
16632,Sindelfingen #1,Germany,Europe,Daimler,apr 2013,42335
16633,Sindelfingen #2,Germany,Europe,Daimler,apr 2013,59
16634,Sochaux,France,Europe,PSA,apr 2013,24287
16635,Solihull,United Kingdom,Europe,Tata,apr 2013,10068
16636,Southampton,United Kingdom,Europe,Ford,apr 2013,2125
16637,Springs,South Africa,Middle East/Africa,BAIC,apr 2013,0
16638,St. Athan,United Kingdom,Europe,Aston Martin,apr 2013,0
16639,St. Petersburg,Russia,Europe,Hyundai,apr 2013,21265
16640,St. Petersburg,Russia,Europe,Renault-Nissan-Mitsubishi,apr 2013,4078
16641,St. Petersburg,Russia,Europe,Toyota,apr 2013,3805
16642,Struandale,South Africa,Middle East/Africa,General Motors,apr 2013,0
16643,Struandale,South Africa,Middle East/Africa,General Motors,apr 2013,4160
16644,Struandale,South Africa,Middle East/Africa,General Motors,apr 2013,0
16645,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,apr 2013,0
16646,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,apr 2013,15107
16647,Sunderland #2,United Kingdom,Europe,Renault-Nissan-Mitsubishi,apr 2013,19520
16648,Suzzara,Italy,Europe,CNH Industrial,apr 2013,1990
16649,Swindon,United Kingdom,Europe,Honda,apr 2013,7320
16650,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,797
16651,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16652,Tabriz (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16653,Tafraoui,Algeria,Middle East/Africa,PSA,apr 2013,0
16654,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16655,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16656,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16657,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16658,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16659,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16660,Taganrog,Russia,Europe,TagAZ,apr 2013,5
16661,Taganrog,Russia,Europe,TagAZ,apr 2013,0
16662,Taganrog,Russia,Europe,TagAZ,apr 2013,3
16663,Tangier,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,apr 2013,10502
16664,Tashkent,Uzbekistan,Europe,General Motors,apr 2013,459
16665,Tehran,Iran,Middle East/Africa,Morattab,apr 2013,0
16666,Tehran,Iran,Middle East/Africa,Sollers,apr 2013,0
16667,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,0
16668,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,0
16669,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,59
16670,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,0
16671,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,0
16672,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,536
16673,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,apr 2013,19
16674,Tehran (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16675,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16676,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,0
16677,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,2437
16678,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,apr 2013,1088
16679,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,apr 2013,0
16680,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,apr 2013,0
16681,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,apr 2013,1226
16682,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,apr 2013,2682
16683,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16684,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16685,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16686,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16687,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16688,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,6298
16689,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,apr 2013,0
16690,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,apr 2013,0
16691,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,apr 2013,0
16692,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,apr 2013,0
